TIME,ROAD_CLASS,DISTRICT,LOCCOORD,TRAFFCTL,VISIBILITY,LIGHT,RDSFCOND,ACCLASS,IMPACTYPE,INVTYPE,INVAGE,INJURY,INITDIR,MANOEUVER,DRIVACT,PEDTYPE,PEDACT,PEDCOND,CYCLISTYPE,CYCACT,CYCCOND,PEDESTRIAN,CYCLIST,AUTOMOBILE,MOTORCYCLE,TRUCK,TRSN_CITY_VEH,PASSENGER,SPEEDING,AG_DRIV,REDLIGHT,ALCOHOL,NEIGHBOURHOOD_158
1534,Major Arterial,Etobicoke York,Intersection,Traffic Signal,Rain,Daylight,Wet,Non-Fatal Injury,SMV Other,Driver,65 to 69,Major,East,Going Ahead,Lost control,,,,,,,,,Yes,,,,,,,,,West Humber-Clairville
2110,Minor Arterial,Toronto and East York,Intersection,Stop Sign,Clear,Dark,Dry,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,20 to 24,Major,South,,,Vehicle is going straight thru inter.while ped cross with ROW,Crossing with right of way,Normal,,,,Yes,,Yes,,,,Yes,,Yes,,,Downtown Yonge East
2353,Major Arterial,Scarborough,Intersection,Traffic Signal,Rain,Dark,Wet,Non-Fatal Injury,Pedestrian Collisions,Vehicle Owner,unknown,,,,,,,,,,,Yes,,Yes,,,,,,Yes,,,Bendale South
1640,Minor Arterial,Toronto and East York,Intersection,Traffic Signal,Clear,Daylight,Wet,Non-Fatal Injury,Pedestrian Collisions,Driver,65 to 69,,West,Turning Left,Failed to Yield Right of Way,,,,,,,Yes,,Yes,,,,,,Yes,,,South Riverdale
2100,Major Arterial,Etobicoke York,Mid-Block,No Control,Clear,Dark,Dry,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,70 to 74,Major,North,,,Pedestrian hit at mid-block,Crossing without right of way,Normal,,,,Yes,,Yes,,,,,,,,,West Humber-Clairville
1725,Local,Etobicoke York,Mid-Block,No Control,Clear,Daylight,Dry,Non-Fatal Injury,SMV Unattended Vehicle,Other,unknown,,West,Parked,,,,,,,,,,Yes,,,,Yes,,,,,Rexdale-Kipling
33,Major Arterial,Scarborough,Intersection,Traffic Signal,Clear,Dark,Dry,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,25 to 29,Major,North,,,Vehicle turns left while ped crosses with ROW at inter.,Crossing with right of way,Normal,,,,Yes,,Yes,,,,,,Yes,,,Malvern East
308,Major Arterial,North York,Mid-Block,No Control,Clear,Dark,Dry,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,55 to 59,Major,,,,Pedestrian involved in a collision with transit vehicle anywhere along roadway,Person Getting on/off Vehicle,Had Been Drinking,,,,Yes,,,,,Yes,,,,,,St.Andrew-Windfields
1725,Local,Etobicoke York,Mid-Block,No Control,Clear,Daylight,Dry,Non-Fatal Injury,SMV Unattended Vehicle,Passenger,60 to 64,Minor,,,,,,,,,,,,Yes,,,,Yes,,,,,Rexdale-Kipling
1540,Collector,Scarborough,Intersection,Stop Sign,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Driver,15 to 19,,West,Going Ahead,Exceeding Speed Limit,,,,,,,,Yes,Yes,,,,,Yes,Yes,,,Birchcliffe-Cliffside
2128,Minor Arterial,Toronto and East York,Intersection,Traffic Signal,Rain,Dark,Wet,Fatal,Pedestrian Collisions,Vehicle Owner,unknown,,,,,,,,,,,Yes,,,,Yes,,,,Yes,,,Wellington Place
2353,Major Arterial,Scarborough,Intersection,Traffic Signal,Rain,Dark,Wet,Non-Fatal Injury,Pedestrian Collisions,Driver,30 to 34,,North,Turning Left,Failed to Yield Right of Way,,,,,,,Yes,,Yes,,,,,,Yes,,,Bendale South
1050,Major Arterial,Toronto and East York,Mid-Block,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Driver,45 to 49,,East,Parked,Other,,,,,,,,Yes,Yes,,,,,,,,,Annex
2128,Minor Arterial,Toronto and East York,Intersection,Traffic Signal,Rain,Dark,Wet,Fatal,Pedestrian Collisions,Truck Driver,30 to 34,,South,Turning Right,Failed to Yield Right of Way,,,,,,,Yes,,,,Yes,,,,Yes,,,Wellington Place
1930,Minor Arterial,Etobicoke York,Mid-Block,Pedestrian Crossover,Rain,Dark,Wet,Non-Fatal Injury,Pedestrian Collisions,Driver,60 to 64,,East,Going Ahead,Driving Properly,,,,,,,Yes,,Yes,,,,,,,,,West Humber-Clairville
1725,Local,Etobicoke York,Mid-Block,No Control,Clear,Daylight,Dry,Non-Fatal Injury,SMV Unattended Vehicle,Passenger,15 to 19,Major,,,,,,,,,,,,Yes,,,,Yes,,,,,Rexdale-Kipling
1540,Collector,Scarborough,Intersection,Stop Sign,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Cyclist,20 to 24,Major,South,Turning Left,,,,,"Motorist without ROW drives into path of cyclist at inter, lnwy, dwy-Driver not turn.",Driving Properly,Normal,,Yes,Yes,,,,,Yes,Yes,,,Birchcliffe-Cliffside
1640,Minor Arterial,Toronto and East York,Intersection,Traffic Signal,Clear,Daylight,Wet,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,50 to 54,Major,East,,,Vehicle turns left while ped crosses with ROW at inter.,Crossing with right of way,Normal,,,,Yes,,Yes,,,,,,Yes,,,South Riverdale
2353,Major Arterial,Scarborough,Intersection,Traffic Signal,Rain,Dark,Wet,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,40 to 44,Major,North,,,Vehicle turns left while ped crosses with ROW at inter.,Crossing with right of way,Normal,,,,Yes,,Yes,,,,,,Yes,,,Bendale South
1930,Minor Arterial,Etobicoke York,Mid-Block,Pedestrian Crossover,Rain,Dark,Wet,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,20 to 24,Major,North,,,Pedestrian hit a PXO/ped. Mid-block signal,"Crossing, Pedestrian Crossover",Normal,,,,Yes,,Yes,,,,,,,,,West Humber-Clairville
1050,Major Arterial,Toronto and East York,Mid-Block,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Cyclist,35 to 39,Major,East,Going Ahead,,,,,Cyclist struck opened vehicle door,Driving Properly,Normal,,Yes,Yes,,,,,,,,,Annex
1236,Major Arterial,Toronto and East York,Intersection,No Control,Clear,Daylight,Dry,Fatal,SMV Unattended Vehicle,Other,unknown,,East,Parked,,,,,,,,,,Yes,,,,Yes,,,,,Yonge-St.Clair
1725,Local,Etobicoke York,Mid-Block,No Control,Clear,Daylight,Dry,Non-Fatal Injury,SMV Unattended Vehicle,Vehicle Owner,unknown,,,,,,,,,,,,,Yes,,,,Yes,,,,,Rexdale-Kipling
1848,Major Arterial,Etobicoke York,Intersection,No Control,Clear,Dark,Dry,Non-Fatal Injury,Sideswipe,Vehicle Owner,unknown,,,,,,,,,,,,,Yes,,,,,,,,,Keelesdale-Eglinton West
1236,Major Arterial,Toronto and East York,Intersection,No Control,Clear,Daylight,Dry,Fatal,SMV Unattended Vehicle,Passenger,80 to 84,Minor,,,,,,,,,,,,Yes,,,,Yes,,,,,Yonge-St.Clair
1725,Local,Etobicoke York,Mid-Block,No Control,Clear,Daylight,Dry,Non-Fatal Injury,SMV Unattended Vehicle,Driver,50 to 54,Minor,West,Going Ahead,Driving Properly,,,,,,,,,Yes,,,,Yes,,,,,Rexdale-Kipling
1720,Major Arterial,North York,Intersection,Traffic Signal,Rain,Daylight,Wet,Non-Fatal Injury,Pedestrian Collisions,Driver,45 to 49,,East,Turning Left,Failed to Yield Right of Way,,,,,,,Yes,,Yes,,,,,,Yes,,,Yorkdale-Glen Park
1252,Collector,Etobicoke York,Mid-Block,No Control,Rain,Daylight,Wet,Non-Fatal Injury,SMV Other,Passenger,10 to 14,Major,,,,,,,,,,,,Yes,,,,Yes,,,,,Mount Olive-Silverstone-Jamestown
730,Major Arterial,Scarborough,Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Angle,Passenger,45 to 49,Major,,,,,,,,,,,,Yes,,,,Yes,,,,,Agincourt South-Malvern West
730,Major Arterial,Scarborough,Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Angle,Driver,45 to 49,Minor,North,Going Ahead,Driving Properly,,,,,,,,,Yes,,,,Yes,,,,,Agincourt South-Malvern West
2128,Minor Arterial,Toronto and East York,Intersection,Traffic Signal,Rain,Dark,Wet,Fatal,Pedestrian Collisions,Pedestrian,25 to 29,Fatal,South,,,Vehicle turns right while ped crosses with ROW at inter.,Crossing with right of way,Inattentive,,,,Yes,,,,Yes,,,,Yes,,,Wellington Place
1848,Major Arterial,Etobicoke York,Intersection,No Control,Clear,Dark,Dry,Non-Fatal Injury,Sideswipe,Driver,25 to 29,,South,Going Ahead,Driving Properly,,,,,,,,,Yes,,,,,,,,,Keelesdale-Eglinton West
1725,Local,Etobicoke York,Mid-Block,No Control,Clear,Daylight,Dry,Non-Fatal Injury,SMV Unattended Vehicle,Other,unknown,,West,Parked,,,,,,,,,,Yes,,,,Yes,,,,,Rexdale-Kipling
1236,Major Arterial,Toronto and East York,Intersection,No Control,Clear,Daylight,Dry,Fatal,SMV Unattended Vehicle,Passenger,30 to 34,Minor,,,,,,,,,,,,Yes,,,,Yes,,,,,Yonge-St.Clair
1720,Major Arterial,North York,Intersection,Traffic Signal,Rain,Daylight,Wet,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,80 to 84,Major,West,,,Vehicle turns left while ped crosses with ROW at inter.,Crossing with right of way,Normal,,,,Yes,,Yes,,,,,,Yes,,,Yorkdale-Glen Park
1900,Local,Etobicoke York,Mid-Block,No Control,Clear,Daylight,Dry,Non-Fatal Injury,SMV Other,Vehicle Owner,unknown,,,,,,,,,,,,,,Yes,,,,,,,,New Toronto
730,Major Arterial,Scarborough,Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Angle,Vehicle Owner,unknown,,,,,,,,,,,,,Yes,,,,Yes,,,,,Agincourt South-Malvern West
1252,Collector,Etobicoke York,Mid-Block,No Control,Rain,Daylight,Wet,Non-Fatal Injury,SMV Other,Passenger,5 to 9,Major,,,,,,,,,,,,Yes,,,,Yes,,,,,Mount Olive-Silverstone-Jamestown
1848,Major Arterial,Etobicoke York,Intersection,No Control,Clear,Dark,Dry,Non-Fatal Injury,Sideswipe,Driver,65 to 69,Major,South,Going Ahead,Lost control,,,,,,,,,Yes,,,,,,,,,Keelesdale-Eglinton West
1252,Collector,Etobicoke York,Mid-Block,No Control,Rain,Daylight,Wet,Non-Fatal Injury,SMV Other,Vehicle Owner,unknown,,,,,,,,,,,,,Yes,,,,Yes,,,,,Mount Olive-Silverstone-Jamestown
850,Minor Arterial,Scarborough,Intersection,Stop Sign,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,Driver,45 to 49,Major,North,Turning Left,Improper Turn,,,,,,,,,Yes,,,,Yes,,,,,Malvern East
128,Major Arterial,Toronto and East York,Intersection,Traffic Signal,Rain,Dark,Wet,Non-Fatal Injury,Pedestrian Collisions,Driver,30 to 34,,East,Going Ahead,Driving Properly,,,,,,,Yes,,Yes,,,,,,,,,Kensington-Chinatown
730,Major Arterial,Scarborough,Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Angle,Driver,55 to 59,Minor,West,Going Ahead,Lost control,,,,,,,,,Yes,,,,Yes,,,,,Agincourt South-Malvern West
1900,Local,Etobicoke York,Mid-Block,No Control,Clear,Daylight,Dry,Non-Fatal Injury,SMV Other,Motorcycle Driver,40 to 44,Major,West,Turning Right,Lost control,,,,,,,,,,Yes,,,,,,,,New Toronto
1236,Major Arterial,Toronto and East York,Intersection,No Control,Clear,Daylight,Dry,Fatal,SMV Unattended Vehicle,Driver,35 to 39,Minor,East,Going Ahead,Lost control,,,,,,,,,Yes,,,,Yes,,,,,Yonge-St.Clair
850,Minor Arterial,Scarborough,Intersection,Stop Sign,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,Passenger,unknown,Minor,,,,,,,,,,,,Yes,,,,Yes,,,,,Malvern East
1725,Local,Etobicoke York,Mid-Block,No Control,Clear,Daylight,Dry,Non-Fatal Injury,SMV Unattended Vehicle,Passenger,30 to 34,Minor,,,,,,,,,,,,Yes,,,,Yes,,,,,Rexdale-Kipling
2319,Minor Arterial,Toronto and East York,Intersection,Traffic Signal,Clear,Dark,Dry,Non-Fatal Injury,Pedestrian Collisions,Driver,35 to 39,,West,Turning Left,Failed to Yield Right of Way,,,,,,,Yes,,Yes,,,,,,Yes,,,Greenwood-Coxwell
2337,Major Arterial,Etobicoke York,Mid-Block,No Control,Clear,Dark,Dry,Non-Fatal Injury,Pedestrian Collisions,Driver,unknown,,North,Going Ahead,Failed to Yield Right of Way,,,,,,,Yes,,Yes,,,,,,Yes,,,Rustic
1252,Collector,Etobicoke York,Mid-Block,No Control,Rain,Daylight,Wet,Non-Fatal Injury,SMV Other,Driver,40 to 44,Major,East,Going Ahead,Lost control,,,,,,,,,Yes,,,,Yes,,,,,Mount Olive-Silverstone-Jamestown
850,Minor Arterial,Scarborough,Intersection,Stop Sign,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,Driver,15 to 19,,East,Going Ahead,Driving Properly,,,,,,,,,Yes,,,,Yes,,,,,Malvern East
1236,Major Arterial,Toronto and East York,Intersection,No Control,Clear,Daylight,Dry,Fatal,SMV Unattended Vehicle,Passenger,90 to 94,Fatal,,,,,,,,,,,,Yes,,,,Yes,,,,,Yonge-St.Clair
1116,Major Arterial,North York,Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Driver,50 to 54,,South,Turning Left,Failed to Yield Right of Way,,,,,,,Yes,,Yes,,,,,,Yes,,,Victoria Village
1500,Major Arterial,North York,Intersection,Traffic Signal,Rain,Daylight,Wet,Non-Fatal Injury,Rear End,Driver,40 to 44,,East,Going Ahead,Following too Close,,,,,,,,,Yes,,,,,,Yes,,,Victoria Village
2319,Minor Arterial,Toronto and East York,Intersection,Traffic Signal,Clear,Dark,Dry,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,25 to 29,Major,,Other,,Vehicle turns left while ped crosses with ROW at inter.,Crossing with right of way,Normal,,,,Yes,,Yes,,,,,,Yes,,,Greenwood-Coxwell
2337,Major Arterial,Etobicoke York,Mid-Block,No Control,Clear,Dark,Dry,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,35 to 39,Major,West,,,Pedestrian hit at mid-block,"Crossing, no Traffic Control",Had Been Drinking,,,,Yes,,Yes,,,,,,Yes,,,Rustic
50,Major Arterial,Etobicoke York,Mid-Block,No Control,Clear,Dark,Dry,Non-Fatal Injury,Sideswipe,Passenger,55 to 59,Major,,,,,,,,,,,,Yes,,,,Yes,Yes,Yes,,,West Humber-Clairville
1628,Minor Arterial,North York,Intersection,Pedestrian Crossover,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Driver,45 to 49,,South,Going Ahead,Failed to Yield Right of Way,,,,,,,Yes,,Yes,,,,,,Yes,,,Yonge-Doris
1236,Major Arterial,Toronto and East York,Intersection,No Control,Clear,Daylight,Dry,Fatal,SMV Unattended Vehicle,Other,unknown,,East,Parked,,,,,,,,,,Yes,,,,Yes,,,,,Yonge-St.Clair
1500,Major Arterial,North York,Intersection,Traffic Signal,Rain,Daylight,Wet,Non-Fatal Injury,Rear End,Driver,50 to 54,Major,East,Stopped,Driving Properly,,,,,,,,,Yes,,,,,,Yes,,,Victoria Village
128,Major Arterial,Toronto and East York,Intersection,Traffic Signal,Rain,Dark,Wet,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,30 to 34,Major,South,,,Vehicle is going straight thru inter.while ped cross without ROW,Running onto Roadway,Had Been Drinking,,,,Yes,,Yes,,,,,,,,,Kensington-Chinatown
1116,Major Arterial,North York,Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,40 to 44,Major,North,,,Vehicle turns left while ped crosses with ROW at inter.,Crossing with right of way,Normal,,,,Yes,,Yes,,,,,,Yes,,,Victoria Village
1628,Minor Arterial,North York,Intersection,Pedestrian Crossover,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,35 to 39,Major,East,,,Pedestrian hit a PXO/ped. Mid-block signal,"Crossing, Pedestrian Crossover",Normal,,,,Yes,,Yes,,,,,,Yes,,,Yonge-Doris
1500,Major Arterial,North York,Intersection,Traffic Signal,Rain,Daylight,Wet,Non-Fatal Injury,Rear End,Driver,30 to 34,,East,Stopped,Driving Properly,,,,,,,,,Yes,,,,,,Yes,,,Victoria Village
1236,Major Arterial,Toronto and East York,Intersection,No Control,Clear,Daylight,Dry,Fatal,SMV Unattended Vehicle,Other,unknown,,East,Parked,,,,,,,,,,Yes,,,,Yes,,,,,Yonge-St.Clair
1444,Minor Arterial,Toronto and East York,Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Driver,unknown,,West,Unknown,Failed to Yield Right of Way,,,,,,,,Yes,Yes,,,,,,Yes,,,Roncesvalles
1647,Major Arterial,Toronto and East York,Intersection,Pedestrian Crossover,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Driver,40 to 44,,West,Turning Left,Failed to Yield Right of Way,,,,,,,Yes,,Yes,,,,,,Yes,,,Danforth East York
938,Major Arterial,Scarborough,Mid-Block,No Control,Snow,Daylight,Loose Snow,Non-Fatal Injury,Pedestrian Collisions,Driver,80 to 84,,West,Going Ahead,Driving Properly,,,,,,,Yes,,Yes,,,,,,,,,Golfdale-Cedarbrae-Woburn
50,Major Arterial,Etobicoke York,Mid-Block,No Control,Clear,Dark,Dry,Non-Fatal Injury,Sideswipe,Passenger,25 to 29,Minor,,,,,,,,,,,,Yes,,,,Yes,Yes,Yes,,,West Humber-Clairville
1042,Local,Toronto and East York,Intersection,Stop Sign,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Vehicle Owner,unknown,,,,,,,,,,,Yes,,Yes,,,,,,Yes,,,Forest Hill South
50,Major Arterial,Etobicoke York,Mid-Block,No Control,Clear,Dark,Dry,Non-Fatal Injury,Sideswipe,Passenger,65 to 69,Minor,,,,,,,,,,,,Yes,,,,Yes,Yes,Yes,,,West Humber-Clairville
2110,Major Arterial,Scarborough,Intersection,Traffic Signal,Rain,Dark,Wet,Non-Fatal Injury,Pedestrian Collisions,Driver,45 to 49,,South,Turning Left,Failed to Yield Right of Way,,,,,,,Yes,,Yes,,,,,,Yes,,,Clairlea-Birchmount
1444,Minor Arterial,Toronto and East York,Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Cyclist,30 to 34,Major,West,Going Ahead,,,,,Cyclist and Driver travelling in same direction. One vehicle sideswipes the other.,Driving Properly,Normal,,Yes,Yes,,,,,,Yes,,,Roncesvalles
1236,Major Arterial,Toronto and East York,Intersection,No Control,Clear,Daylight,Dry,Fatal,SMV Unattended Vehicle,Other,unknown,,East,Parked,,,,,,,,,,Yes,,,,Yes,,,,,Yonge-St.Clair
1647,Major Arterial,Toronto and East York,Intersection,Pedestrian Crossover,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,55 to 59,Major,East,,,Pedestrian hit a PXO/ped. Mid-block signal,"Crossing, Pedestrian Crossover",Normal,,,,Yes,,Yes,,,,,,Yes,,,Danforth East York
350,Major Arterial,North York,Intersection,Traffic Signal,Rain,Dark,Wet,Non-Fatal Injury,SMV Other,Passenger,20 to 24,Major,,,,,,,,,,,,Yes,,,,Yes,Yes,Yes,,,Wexford/Maryvale
1042,Local,Toronto and East York,Intersection,Stop Sign,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Driver,45 to 49,,South,Turning Left,Disobeyed Traffic Control,,,,,,,Yes,,Yes,,,,,,Yes,,,Forest Hill South
215,Major Arterial,Toronto and East York,Intersection,Traffic Signal,Clear,Dark,Dry,Non-Fatal Injury,Approaching,Passenger,20 to 24,Major,,Other,,,,,,,,,,Yes,,,,Yes,,,,,Weston-Pelham Park
50,Major Arterial,Etobicoke York,Mid-Block,No Control,Clear,Dark,Dry,Non-Fatal Injury,Sideswipe,Driver,25 to 29,Minor,East,Changing Lanes,Improper Lane Change,,,,,,,,,Yes,,,,Yes,Yes,Yes,,,West Humber-Clairville
2110,Major Arterial,Scarborough,Intersection,Traffic Signal,Rain,Dark,Wet,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,55 to 59,Major,North,,,Vehicle turns left while ped crosses with ROW at inter.,Crossing with right of way,Had Been Drinking,,,,Yes,,Yes,,,,,,Yes,,,Clairlea-Birchmount
1052,Minor Arterial,Toronto and East York,Mid-Block,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,Vehicle Owner,unknown,,,,,,,,,,,,,Yes,,Yes,,,,Yes,,,South Parkdale
1042,Local,Toronto and East York,Intersection,Stop Sign,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,85 to 89,Major,,Other,,Vehicle turns left while ped crosses with ROW at inter.,Crossing with right of way,Normal,,,,Yes,,Yes,,,,,,Yes,,,Forest Hill South
938,Major Arterial,Scarborough,Mid-Block,No Control,Snow,Daylight,Loose Snow,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,10 to 14,Major,,Other,,Pedestrian hit at mid-block,Running onto Roadway,Inattentive,,,,Yes,,Yes,,,,,,,,,Golfdale-Cedarbrae-Woburn
350,Major Arterial,North York,Intersection,Traffic Signal,Rain,Dark,Wet,Non-Fatal Injury,SMV Other,Driver,unknown,Major,North,Going Ahead,Exceeding Speed Limit,,,,,,,,,Yes,,,,Yes,Yes,Yes,,,Wexford/Maryvale
1052,Minor Arterial,Toronto and East York,Mid-Block,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,Truck Driver,35 to 39,,South,Going Ahead,Driving Properly,,,,,,,,,Yes,,Yes,,,,Yes,,,South Parkdale
423,Major Arterial,Etobicoke York,Intersection,Traffic Signal,Clear,Dark,Dry,Non-Fatal Injury,SMV Other,Passenger,unknown,Minor,,Other,,,,,,,,,,Yes,,,,Yes,,,,Yes,Mount Dennis
215,Major Arterial,Toronto and East York,Intersection,Traffic Signal,Clear,Dark,Dry,Non-Fatal Injury,Approaching,Passenger,20 to 24,Major,,Other,,,,,,,,,,Yes,,,,Yes,,,,,Weston-Pelham Park
1850,Major Arterial,Scarborough,Mid-Block,No Control,Clear,Dawn,Dry,Non-Fatal Injury,Rear End,Vehicle Owner,unknown,,,,,,,,,,,,,Yes,,,,,Yes,Yes,,,Agincourt South-Malvern West
1108,Major Arterial,Scarborough,Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,SMV Other,Driver,80 to 84,Major,East,Going Ahead,Lost control,,,,,,,,,Yes,,,,,,,,,Milliken
50,Major Arterial,Etobicoke York,Mid-Block,No Control,Clear,Dark,Dry,Non-Fatal Injury,Sideswipe,Driver,15 to 19,Minor,East,Going Ahead,Exceeding Speed Limit,,,,,,,,,Yes,,,,Yes,Yes,Yes,,,West Humber-Clairville
351,Major Arterial,Etobicoke York,Mid-Block,No Control,Clear,Dark,Dry,Non-Fatal Injury,Approaching,Driver,30 to 34,,South,Going Ahead,Lost control,,,,,,,,,Yes,,,,Yes,,Yes,,,Pelmo Park-Humberlea
1052,Minor Arterial,Toronto and East York,Mid-Block,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,Driver,20 to 24,Major,East,Turning Left,Failed to Yield Right of Way,,,,,,,,,Yes,,Yes,,,,Yes,,,South Parkdale
423,Major Arterial,Etobicoke York,Intersection,Traffic Signal,Clear,Dark,Dry,Non-Fatal Injury,SMV Other,Driver,20 to 24,Major,,Going Ahead,,,,,,,,,,Yes,,,,Yes,,,,Yes,Mount Dennis
1641,Minor Arterial,Toronto and East York,Intersection,Stop Sign,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Driver,35 to 39,Minor,North,Turning Right,Failed to Yield Right of Way,,,,,,,Yes,,Yes,,,,,,Yes,,,The Beaches
1850,Major Arterial,Scarborough,Mid-Block,No Control,Clear,Dawn,Dry,Non-Fatal Injury,Rear End,Driver,60 to 64,Major,West,Going Ahead,Following too Close,,,,,,,,,Yes,,,,,Yes,Yes,,,Agincourt South-Malvern West
1510,Local,Etobicoke York,Mid-Block,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,Passenger,40 to 44,Major,,,,,,,,,,,,Yes,,,,Yes,,,,,Edenbridge-Humber Valley
351,Major Arterial,Etobicoke York,Mid-Block,No Control,Clear,Dark,Dry,Non-Fatal Injury,Approaching,Passenger,15 to 19,Major,,,,,,,,,,,,Yes,,,,Yes,,Yes,,,Pelmo Park-Humberlea
1315,Major Arterial,Etobicoke York,Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Driver,40 to 44,,East,Turning Left,Failed to Yield Right of Way,,,,,,,Yes,,Yes,,,,,,Yes,,,Willowridge-Martingrove-Richview
215,Major Arterial,Toronto and East York,Intersection,Traffic Signal,Clear,Dark,Dry,Non-Fatal Injury,Approaching,Driver,20 to 24,Minimal,East,Stopped,Driving Properly,,,,,,,,,Yes,,,,Yes,,,,,Weston-Pelham Park
1052,Minor Arterial,Toronto and East York,Mid-Block,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,Other,unknown,,,,,,,,,,,,,Yes,,Yes,,,,Yes,,,South Parkdale
